,token,year,frequency,pages,books
5599,tricuspidata,1947,11,8,3
5600,tricuspidata,1948,20,14,5
5601,tricuspidata,1949,18,16,3
5602,tricuspidata,1950,19,12,5
5603,tricuspidata,1951,3,3,2
5604,tricuspidata,1952,18,16,11
5605,tricuspidata,1953,14,12,5
5606,tricuspidata,1954,55,39,5
5607,tricuspidata,1955,13,13,4
5608,tricuspidata,1956,12,6,5
5609,tricuspidata,1957,16,13,5
5610,tricuspidata,1958,9,9,6
5611,tricuspidata,1959,18,16,8
5612,tricuspidata,1960,7,6,6
5613,tricuspidata,1961,3,3,3
5614,tricuspidata,1962,21,17,3
5615,tricuspidata,1963,86,63,5
5616,tricuspidata,1964,5,4,1
5617,tricuspidata,1965,19,16,4
5618,tricuspidata,1966,16,12,5
5619,tricuspidata,1967,13,11,6
5620,tricuspidata,1969,18,17,3
5621,tricuspidata,1970,2,2,1
5622,tricuspidata,1971,4,3,2
5623,tricuspidata,1972,3,2,1
5624,tricuspidata,1973,17,15,7
5625,tricuspidata,1974,9,8,4
5626,tricuspidata,1975,7,7,4
5627,tricuspidata,1976,18,16,5
5628,tricuspidata,1977,12,12,3
5629,tricuspidata,1978,5,5,3
5630,tricuspidata,1979,7,7,3
5631,tricuspidata,1981,10,9,5
5632,tricuspidata,1982,6,6,3
5633,tricuspidata,1983,40,35,9
5634,tricuspidata,1984,6,6,4
5635,tricuspidata,1985,5,5,4
5636,tricuspidata,1986,2,1,1
5637,tricuspidata,1987,2,2,2
5638,tricuspidata,1988,4,4,3
5639,tricuspidata,1989,8,5,2
5640,tricuspidata,1990,4,2,2
5641,tricuspidata,1993,1,1,1
5642,tricuspidata,1994,6,5,2
5643,tricuspidata,1995,2,2,1
5644,tricuspidata,1997,7,6,4
5645,tricuspidata,1998,4,4,3
5646,tricuspidata,1999,5,5,3
5647,tricuspidata,2000,3,3,3
5648,tricuspidata,2001,2,2,2
5649,tricuspidata,2002,1,1,1
5650,tricuspidata,2003,6,6,5
5651,tricuspidata,2004,4,3,3
5652,tricuspidata,2005,1,1,1
5653,tricuspidata,2007,1,1,1
5654,tricuspidata,2008,1,1,1
5655,token,year,frequency,pages,books
5656,Abradatas,1737,1,1,1
5657,Abradatas,1762,1,1,1
5658,Abradatas,1791,1,1,1
5659,Abradatas,1799,3,3,3
5660,Abradatas,1801,1,1,1
5661,Abradatas,1802,1,1,1
5662,Abradatas,1803,45,24,2
5663,Abradatas,1804,2,2,2
5664,Abradatas,1807,2,2,2
5665,Abradatas,1808,2,2,2
5666,Abradatas,1810,90,50,5
5667,Abradatas,1813,1,1,1
5668,Abradatas,1814,1,1,1
5669,Abradatas,1816,1,1,1
5670,Abradatas,1819,3,3,3
5671,Abradatas,1822,3,3,3
5672,Abradatas,1823,2,2,2
5673,Abradatas,1824,1,1,1
5674,Abradatas,1826,27,6,2
5675,Abradatas,1827,2,2,2
5676,Abradatas,1831,33,15,1
5677,Abradatas,1832,17,8,8
5678,Abradatas,1833,28,16,2
5679,Abradatas,1835,8,6,2
5680,Abradatas,1836,1,1,1
5681,Abradatas,1837,1,1,1
5682,Abradatas,1842,1,1,1
5683,Abradatas,1845,5,4,2
5684,Abradatas,1846,28,14,3
5685,Abradatas,1847,33,14,1
5686,Abradatas,1850,12,7,2
5687,Abradatas,1853,4,4,4
5688,Abradatas,1855,117,57,7
5689,Abradatas,1857,30,22,4
5690,Abradatas,1858,28,15,3
5691,Abradatas,1859,4,3,3
5692,Abradatas,1860,1,1,1
5693,Abradatas,1861,2,2,2
5694,Abradatas,1863,13,7,1
5695,Abradatas,1867,56,30,4
5696,Abradatas,1868,14,3,1
5697,Abradatas,1871,8,5,1
5698,Abradatas,1876,3,3,3
5699,Abradatas,1880,100,65,22
5700,Abradatas,1881,2,1,1
5701,Abradatas,1883,1,1,1
5702,Abradatas,1889,2,1,1
5703,Abradatas,1890,17,12,4
5704,Abradatas,1892,3,3,3
5705,Abradatas,1894,2,2,2
5706,Abradatas,1895,5,4,4
5707,Abradatas,1898,3,3,1
5708,Abradatas,1899,2,2,2
5709,Abradatas,1901,5,5,5
5710,Abradatas,1902,1,1,1
5711,Abradatas,1904,5,4,4
5712,Abradatas,1905,2,2,2
5713,Abradatas,1906,1,1,1
5714,Abradatas,1907,1,1,1
5715,Abradatas,1911,1,1,1
5716,Abradatas,1913,2,1,1
5717,Abradatas,1917,3,1,1
5718,Abradatas,1918,6,2,2
5719,Abradatas,1921,3,3,3
5720,Abradatas,1923,3,2,1
5721,Abradatas,1925,2,2,1
5722,Abradatas,1926,1,1,1
5723,Abradatas,1927,3,3,3
5724,Abradatas,1932,13,5,1
5725,Abradatas,1933,2,2,2
5726,Abradatas,1934,3,3,3
5727,Abradatas,1935,1,1,1
5728,Abradatas,1936,21,7,2
5729,Abradatas,1939,2,2,2
5730,Abradatas,1940,4,4,3
5731,Abradatas,1942,14,6,2
5732,Abradatas,1943,40,14,4
5733,Abradatas,1945,4,4,2
5734,Abradatas,1948,3,3,2
5735,Abradatas,1949,2,2,2
5736,Abradatas,1953,1,1,1
5737,Abradatas,1954,4,4,4
5738,Abradatas,1956,10,6,2
5739,Abradatas,1957,1,1,1
5740,Abradatas,1958,4,2,1
5741,Abradatas,1960,1,1,1
5742,Abradatas,1961,6,5,3
5743,Abradatas,1962,2,2,2
5744,Abradatas,1964,5,3,2
5745,Abradatas,1966,16,7,2
5746,Abradatas,1968,32,24,6
5747,Abradatas,1970,2,1,1
5748,Abradatas,1972,1,1,1
5749,Abradatas,1973,7,5,4
5750,Abradatas,1974,8,5,3
5751,Abradatas,1976,1,1,1
5752,Abradatas,1979,1,1,1
5753,Abradatas,1980,5,5,2
5754,Abradatas,1985,4,2,1
5755,Abradatas,1994,1,1,1
5756,Abradatas,1995,2,2,2
5757,Abradatas,1996,3,2,1
5758,Abradatas,1997,3,2,2
5759,Abradatas,1998,2,2,2
5760,Abradatas,2000,4,3,3
5761,Abradatas,2001,3,2,1
5762,Abradatas,2002,1,1,1
5763,Abradatas,2004,7,4,1
5764,Abradatas,2007,5,2,1
5765,Adata,1698,1,1,1
5766,Adata,1729,1,1,1
5767,Adata,1812,1,1,1
5768,Adata,1816,1,1,1
5769,Adata,1821,1,1,1
5770,Adata,1824,1,1,1
5771,Adata,1850,6,6,4
5772,Adata,1855,2,2,1
5773,Adata,1857,6,6,3
5774,Adata,1858,1,1,1
5775,Adata,1859,1,1,1
5776,Adata,1861,1,1,1
5777,Adata,1865,1,1,1
5778,Adata,1870,1,1,1
5779,Adata,1899,1,1,1
5780,Adata,1910,2,2,1
5781,Adata,1913,6,6,2
5782,Adata,1923,19,15,2
5783,Adata,1936,3,3,1
5784,Adata,1938,1,1,1
5785,Adata,1947,2,2,2
5786,Adata,1951,1,1,1
5787,Adata,1963,1,1,1
5788,Adata,1964,5,5,3
5789,Adata,1965,4,4,2
5790,Adata,1966,2,2,1
5791,Adata,1968,4,3,1
5792,Adata,1974,1,1,1
5793,Adata,1977,2,2,1
5794,Adata,1978,1,1,1
5795,Adata,1979,1,1,1
5796,Adata,1982,2,2,2
5797,Adata,1983,1,1,1
5798,Adata,1984,1,1,1
5799,Adata,1985,1,1,1
5800,Adata,1989,2,2,1
5801,Adata,1991,1,1,1
5802,Adata,1994,7,5,1
5803,Adata,1995,1,1,1
5804,Adata,1999,1,1,1
5805,Adata,2000,3,3,2
5806,Adata,2002,5,4,1
5807,Adata,2006,1,1,1
5808,Adata,2007,1,1,1
5809,Adata,2008,1,1,1
5810,Andata,1830,1,1,1
5811,Andata,1846,3,3,1
5812,Andata,1848,2,2,2
5813,Andata,1854,1,1,1
5814,Andata,1860,33,29,9
5815,Andata,1861,1,1,1
5816,Andata,1873,1,1,1
5817,Andata,1877,1,1,1
5818,Andata,1881,2,2,2
5819,Andata,1883,1,1,1
5820,Andata,1884,2,2,2
5821,Andata,1887,2,2,2
5822,Andata,1892,1,1,1
5823,Andata,1893,8,8,4
5824,Andata,1897,3,3,1
5825,Andata,1899,8,8,4
5826,Andata,1900,12,11,3
5827,Andata,1904,2,2,1
5828,Andata,1913,6,4,2
5829,Andata,1915,2,2,2
5830,Andata,1924,1,1,1
5831,Andata,1927,1,1,1
5832,Andata,1929,1,1,1
5833,Andata,1932,2,2,2
5834,Andata,1933,2,2,2
5835,Andata,1937,1,1,1
5836,Andata,1939,3,3,3
5837,Andata,1940,1,1,1
5838,Andata,1946,2,2,2
5839,Andata,1954,3,3,3
5840,Andata,1957,1,1,1
5841,Andata,1958,3,3,1
5842,Andata,1961,3,3,1
5843,Andata,1967,3,3,1
5844,Andata,1978,2,2,2
5845,Andata,1990,6,4,3
5846,Andata,1991,2,2,1
5847,Andata,1994,2,2,2
5848,Andata,1996,2,2,2
5849,Andata,2000,11,11,1
5850,Andata,2001,2,2,1
5851,Andata,2005,1,1,1
5852,Andata,2006,1,1,1
5853,token,year,frequency,pages,books
5854,Solidata,1831,4,4,4
5855,Solidata,1835,2,2,2
5856,Solidata,1837,1,1,1
5857,Solidata,1840,2,2,2
5858,Solidata,1846,1,1,1
5859,Solidata,1853,2,2,2
5860,Solidata,1855,1,1,1
5861,Solidata,1860,2,2,2
5862,Solidata,1861,1,1,1
5863,Solidata,1864,2,2,2
5864,Solidata,1866,1,1,1
5865,Solidata,1868,1,1,1
5866,Solidata,1869,1,1,1
5867,Solidata,1870,2,2,2
5868,Solidata,1873,2,2,2
5869,Solidata,1874,5,3,3
5870,Solidata,1876,2,2,2
5871,Solidata,1878,1,1,1
5872,Solidata,1880,1,1,1
5873,Solidata,1881,3,3,3
5874,Solidata,1885,1,1,1
5875,Solidata,1888,2,2,2
5876,Solidata,1889,1,1,1
5877,Solidata,1890,1,1,1
5878,Solidata,1892,1,1,1
5879,Solidata,1899,2,2,2
5880,Solidata,1905,2,2,2
5881,Solidata,1913,1,1,1
5882,Solidata,1942,2,2,2
5883,Theodata,1730,1,1,1
5884,Theodata,1806,1,1,1
5885,Theodata,1815,1,1,1
5886,Theodata,1820,2,2,2
5887,Theodata,1829,6,6,4
5888,Theodata,1830,4,4,4
5889,Theodata,1831,3,3,3
5890,Theodata,1832,2,2,2
5891,Theodata,1834,1,1,1
5892,Theodata,1838,1,1,1
5893,Theodata,1843,1,1,1
5894,Theodata,1844,4,4,4
5895,Theodata,1845,9,6,3
5896,Theodata,1851,1,1,1
5897,Theodata,1855,5,5,5
5898,Theodata,1857,3,3,3
5899,Theodata,1860,1,1,1
5900,Theodata,1862,1,1,1
5901,Theodata,1868,1,1,1
5902,Theodata,1873,1,1,1
5903,Theodata,1880,1,1,1
5904,Theodata,1888,3,3,3
5905,Theodata,1891,1,1,1
5906,Theodata,1893,1,1,1
5907,Theodata,1894,1,1,1
5908,Theodata,1896,2,2,2
5909,Theodata,1899,19,10,4
5910,Theodata,1902,57,21,2
5911,Theodata,1908,2,1,1
5912,Theodata,1912,1,1,1
5913,Theodata,1913,2,2,2
5914,Theodata,1921,1,1,1
5915,Theodata,1924,3,3,2
5916,Theodata,1926,1,1,1
5917,Theodata,1927,14,13,2
5918,Theodata,1931,12,10,1
5919,Theodata,1936,1,1,1
5920,Theodata,1938,2,2,1
5921,Theodata,1942,4,3,1
5922,Theodata,1950,1,1,1
5923,Theodata,1952,1,1,1
5924,Theodata,1954,1,1,1
5925,Theodata,1956,1,1,1
5926,Theodata,1958,2,2,1
5927,Theodata,1965,1,1,1
5928,Theodata,1967,1,1,1
5929,Theodata,1972,2,2,2
5930,Theodata,1975,3,3,1
5931,Theodata,1977,2,2,1
5932,Theodata,1982,6,5,1
5933,Theodata,1984,3,2,1
5934,Theodata,1993,1,1,1
5935,Theodata,2008,2,2,2
5936,Usavadata,1890,20,20,5
5937,Usavadata,1893,1,1,1
5938,Usavadata,1898,1,1,1
5939,Usavadata,1905,2,2,1
5940,Usavadata,1920,4,4,1
5941,Usavadata,1922,1,1,1
5942,Usavadata,1923,1,1,1
5943,Usavadata,1927,4,4,1
5944,Usavadata,1929,2,2,2
5945,Usavadata,1930,2,2,1
5946,Usavadata,1933,50,36,2
5947,Usavadata,1934,8,7,1
5948,Usavadata,1937,7,7,2
5949,Usavadata,1938,5,5,1
5950,Usavadata,1942,4,4,2
5951,Usavadata,1943,4,2,1
5952,Usavadata,1945,4,4,2
5953,Usavadata,1947,1,1,1
5954,Usavadata,1955,3,3,3
5955,Usavadata,1956,6,3,1
5956,Usavadata,1957,2,2,2
5957,Usavadata,1958,13,9,4
5958,Usavadata,1959,1,1,1
5959,Usavadata,1960,13,13,3
5960,Usavadata,1962,6,4,3
5961,Usavadata,1963,1,1,1
5962,Usavadata,1964,2,2,1
5963,Usavadata,1965,1,1,1
5964,Usavadata,1966,4,4,1
5965,Usavadata,1968,3,3,2
5966,Usavadata,1969,1,1,1
5967,Usavadata,1970,4,4,2
5968,Usavadata,1972,2,2,1
5969,Usavadata,1973,7,6,2
5970,Usavadata,1975,1,1,1
5971,Usavadata,1976,9,8,2
5972,Usavadata,1977,6,3,1
5973,Usavadata,1978,9,3,3
5974,Usavadata,1980,5,5,1
5975,Usavadata,1981,3,3,2
5976,Usavadata,1983,35,22,3
5977,Usavadata,1984,2,2,1
5978,Usavadata,1985,4,3,2
5979,Usavadata,1988,3,3,1
5980,Usavadata,1990,5,5,3
5981,Usavadata,1992,1,1,1
5982,Usavadata,1993,12,6,2
5983,Usavadata,1996,1,1,1
5984,Usavadata,2002,1,1,1
5985,Usavadata,2008,1,1,1
5986,token,year,frequency,pages,books
5987,accommodatas,1813,1,1,1
5988,accommodatas,1815,1,1,1
5989,accommodatas,1817,2,2,2
5990,accommodatas,1820,1,1,1
5991,accommodatas,1823,4,4,4
5992,accommodatas,1828,1,1,1
5993,accommodatas,1837,3,3,3
5994,accommodatas,1839,1,1,1
5995,accommodatas,1843,5,5,5
5996,accommodatas,1845,1,1,1
5997,accommodatas,1848,6,6,5
5998,accommodatas,1852,1,1,1
5999,accommodatas,1854,1,1,1
6000,accommodatas,1855,1,1,1
6001,accommodatas,1856,2,2,2
6002,accommodatas,1857,4,4,4
6003,accommodatas,1858,1,1,1
6004,accommodatas,1859,2,2,1
6005,accommodatas,1861,4,4,4
6006,accommodatas,1864,1,1,1
6007,accommodatas,1872,4,4,4
6008,accommodatas,1883,2,2,2
6009,accommodatas,1884,1,1,1
6010,accommodatas,1886,2,2,2
6011,accommodatas,1898,1,1,1
6012,accommodatas,1900,1,1,1
6013,accommodatas,1902,1,1,1
6014,accommodatas,1903,1,1,1
6015,accommodatas,1904,1,1,1
6016,accommodatas,1912,2,2,2
6017,accommodatas,1921,1,1,1
6018,accommodatas,1930,1,1,1
6019,accommodatas,1931,4,4,4
6020,accommodatas,1932,1,1,1
6021,accommodatas,1938,2,2,2
6022,accommodatas,1939,1,1,1
6023,accommodatas,1943,2,2,2
6024,accommodatas,1953,3,3,3
6025,accommodatas,1957,1,1,1
6026,accommodatas,1959,1,1,1
6027,accommodatas,1962,1,1,1
6028,accommodatas,1964,2,2,1
6029,accommodatas,1966,1,1,1
6030,accommodatas,1968,1,1,1
6031,accommodatas,1972,2,2,2
6032,accommodatas,1974,1,1,1
6033,accommodatas,1977,1,1,1
6034,accommodatas,1980,2,2,1
6035,accommodatas,1987,1,1,1
6036,accommodatas,2008,1,1,1
6037,arrendatarios,1864,1,1,1
6038,arrendatarios,1883,3,3,3
6039,arrendatarios,1886,4,4,4
6040,arrendatarios,1902,1,1,1
6041,arrendatarios,1904,1,1,1
6042,arrendatarios,1909,2,2,1
6043,arrendatarios,1911,1,1,1
6044,arrendatarios,1915,2,2,2
6045,arrendatarios,1917,3,3,3
6046,arrendatarios,1923,1,1,1
6047,arrendatarios,1927,4,3,1
6048,arrendatarios,1928,2,2,1
6049,arrendatarios,1929,11,3,1
6050,arrendatarios,1930,7,7,2
6051,arrendatarios,1933,4,4,2
6052,arrendatarios,1935,8,8,4
6053,arrendatarios,1936,3,3,1
6054,arrendatarios,1945,1,1,1
6055,arrendatarios,1948,3,1,1
6056,arrendatarios,1950,8,8,2
6057,arrendatarios,1951,1,1,1
6058,arrendatarios,1952,2,2,1
6059,arrendatarios,1953,4,3,1
6060,arrendatarios,1956,3,3,3
6061,arrendatarios,1961,1,1,1
6062,arrendatarios,1964,1,1,1
6063,arrendatarios,1965,6,4,1
6064,arrendatarios,1967,34,21,2
6065,arrendatarios,1969,5,3,2
6066,arrendatarios,1970,2,2,1
6067,arrendatarios,1971,3,3,3
6068,arrendatarios,1972,1,1,1
6069,arrendatarios,1973,5,4,4
6070,arrendatarios,1974,4,4,3
6071,arrendatarios,1975,12,11,8
6072,arrendatarios,1976,4,4,3
6073,arrendatarios,1977,1,1,1
6074,arrendatarios,1978,9,9,2
6075,arrendatarios,1979,5,5,3
6076,arrendatarios,1980,5,3,2
6077,arrendatarios,1981,5,4,3
6078,arrendatarios,1982,6,6,3
6079,arrendatarios,1983,11,10,5
6080,arrendatarios,1984,1,1,1
6081,arrendatarios,1985,2,2,2
6082,arrendatarios,1986,24,19,5
6083,arrendatarios,1987,2,2,1
6084,arrendatarios,1989,4,4,2
6085,arrendatarios,1990,3,3,2
6086,arrendatarios,1991,2,2,1
6087,arrendatarios,1992,10,6,3
6088,arrendatarios,1993,2,2,2
6089,arrendatarios,1994,2,1,1
6090,arrendatarios,1995,24,9,3
6091,arrendatarios,1997,1,1,1
6092,arrendatarios,1998,4,4,2
6093,arrendatarios,1999,2,2,1
6094,arrendatarios,2000,2,1,1
6095,arrendatarios,2002,4,2,2
6096,arrendatarios,2003,2,2,2
6097,arrendatarios,2004,4,3,2
6098,arrendatarios,2005,2,2,1
6099,arrendatarios,2006,2,2,2
6100,arrendatarios,2007,1,1,1
6101,commendataries,1814,2,2,2
6102,commendataries,1818,2,2,2
6103,commendataries,1819,1,1,1
6104,commendataries,1822,1,1,1
6105,commendataries,1824,1,1,1
6106,commendataries,1825,1,1,1
6107,commendataries,1827,1,1,1
6108,commendataries,1828,3,3,3
6109,commendataries,1829,2,2,2
6110,commendataries,1831,2,2,2
6111,commendataries,1832,1,1,1
6112,commendataries,1838,1,1,1
6113,commendataries,1842,4,2,2
6114,commendataries,1852,5,5,5
6115,commendataries,1855,3,3,3
6116,commendataries,1871,2,2,2
6117,commendataries,1872,1,1,1
6118,commendataries,1877,2,2,2
6119,commendataries,1881,1,1,1
6120,commendataries,1889,1,1,1
6121,commendataries,1900,1,1,1
6122,commendataries,1909,6,6,3
6123,commendataries,1913,1,1,1
6124,commendataries,1971,1,1,1
6125,commendataries,1981,1,1,1
6126,data24,1932,1,1,1
6127,data24,1943,2,2,2
6128,data24,1944,1,1,1
6129,data24,1948,1,1,1
6130,data24,1950,2,2,2
6131,data24,1951,1,1,1
6132,data24,1954,1,1,1
6133,data24,1956,3,3,3
6134,data24,1957,2,2,2
6135,data24,1959,1,1,1
6136,data24,1960,2,2,2
6137,data24,1973,1,1,1
6138,data24,1975,2,2,2
6139,data24,1976,3,2,2
6140,data24,1979,1,1,1
6141,data24,1983,1,1,1
6142,data24,1984,2,2,2
6143,data24,1985,1,1,1
6144,data24,1987,2,2,1
6145,data24,1989,1,1,1
6146,data24,1990,1,1,1
6147,data24,1991,4,4,4
6148,data24,1994,1,1,1
6149,data24,1995,1,1,1
6150,data24,1996,2,2,2
6151,data24,1997,2,2,2
6152,data24,1999,1,1,1
6153,data24,2004,1,1,1
6154,databa,1899,1,1,1
6155,databa,1905,1,1,1
6156,databa,1934,3,3,3
6157,databa,1945,1,1,1
6158,databa,1972,1,1,1
6159,databa,1973,1,1,1
6160,databa,1975,1,1,1
6161,databa,1980,1,1,1
6162,databa,1981,1,1,1
6163,databa,1984,1,1,1
6164,databa,1985,2,2,2
6165,databa,1990,1,1,1
6166,databa,1991,3,3,3
6167,databa,1993,3,3,3
6168,databa,1994,2,2,2
6169,databa,1995,2,2,2
6170,databa,1996,2,2,2
6171,databa,1998,3,3,3
6172,databa,1999,4,4,4
6173,databa,2001,3,3,3
6174,databa,2002,4,4,4
6175,databa,2003,3,3,3
6176,databa,2004,2,2,2
6177,databa,2005,7,7,6
6178,databa,2006,7,7,5
6179,databa,2008,3,3,2
6180,databases,1832,4,4,1
6181,databases,1849,10,7,1
6182,databases,1858,1,1,1
6183,databases,1899,230,170,29
6184,databases,1905,853,552,68
6185,databases,1925,2,2,1
6186,databases,1938,1,1,1
6187,databases,1946,2,2,1
6188,databases,1948,10,10,1
6189,databases,1950,23,11,2
6190,databases,1952,10,9,4
6191,databases,1957,16,12,2
6192,databases,1964,3,3,1
6193,databases,1968,1,1,1
6194,databases,1970,26,8,1
6195,databases,1971,2,2,2
6196,databases,1974,2,2,2
6197,databases,1975,56,46,8
6198,databases,1976,23,18,5
6199,databases,1977,135,102,12
6200,databases,1978,150,85,20
6201,databases,1979,525,336,46
6202,databases,1980,892,449,40
6203,databases,1981,914,478,40
6204,databases,1982,409,280,64
6205,databases,1983,1032,615,89
6206,databases,1984,1961,1131,117
6207,databases,1985,2041,1182,159
6208,databases,1986,3051,1779,191
6209,databases,1987,3556,2011,229
6210,databases,1988,3462,1840,260
6211,databases,1989,4383,2540,283
6212,databases,1990,5275,3056,333
6213,databases,1991,4808,2891,349
6214,databases,1992,4649,2903,410
6215,databases,1993,4635,2951,423
6216,databases,1994,4205,2737,484
6217,databases,1995,4775,3124,534
6218,databases,1996,4940,3277,599
6219,databases,1997,6866,4159,682
6220,databases,1998,5860,3777,673
6221,databases,1999,8581,5330,733
6222,databases,2000,6793,4477,769
6223,databases,2001,8181,5453,802
6224,databases,2002,8054,5459,813
6225,databases,2003,7668,5308,817
6226,databases,2004,6655,4321,711
6227,databases,2005,6427,4337,683
6228,databases,2006,6871,4727,735
6229,databases,2007,4806,3282,654
6230,databases,2008,3168,2175,374
6231,dataflow,1899,2,2,1
6232,dataflow,1905,26,21,8
6233,dataflow,1961,1,1,1
6234,dataflow,1963,2,2,2
6235,dataflow,1969,13,9,3
6236,dataflow,1970,1,1,1
6237,dataflow,1971,1,1,1
6238,dataflow,1975,3,2,2
6239,dataflow,1976,1,1,1
6240,dataflow,1977,3,3,3
6241,dataflow,1979,2,2,1
6242,dataflow,1980,9,9,6
6243,dataflow,1981,3,2,2
6244,dataflow,1982,12,9,7
6245,dataflow,1983,53,28,8
6246,dataflow,1984,20,16,8
6247,dataflow,1985,89,50,17
6248,dataflow,1986,119,91,24
6249,dataflow,1987,411,178,45
6250,dataflow,1988,131,79,27
6251,dataflow,1989,393,186,29
6252,dataflow,1990,487,258,42
6253,dataflow,1991,202,98,27
6254,dataflow,1992,333,204,46
6255,dataflow,1993,308,158,37
6256,dataflow,1994,215,128,28
6257,dataflow,1995,232,129,25
6258,dataflow,1996,97,63,17
6259,dataflow,1997,151,83,20
6260,dataflow,1998,46,28,9
6261,dataflow,1999,62,35,16
6262,dataflow,2000,79,62,20
6263,dataflow,2001,331,129,24
6264,dataflow,2002,71,57,18
6265,dataflow,2003,99,85,30
6266,dataflow,2004,104,64,21
6267,dataflow,2005,70,50,21
6268,dataflow,2006,86,55,16
6269,dataflow,2007,37,31,12
6270,dataflow,2008,26,21,9
6271,datafor,1869,1,1,1
6272,datafor,1877,1,1,1
6273,datafor,1879,1,1,1
6274,datafor,1892,1,1,1
6275,datafor,1913,1,1,1
6276,datafor,1920,1,1,1
6277,datafor,1921,4,4,4
6278,datafor,1922,1,1,1
6279,datafor,1923,1,1,1
6280,datafor,1931,1,1,1
6281,datafor,1934,1,1,1
6282,datafor,1945,1,1,1
6283,datafor,1948,1,1,1
6284,datafor,1951,2,2,2
6285,datafor,1953,1,1,1
6286,datafor,1959,5,5,1
6287,datafor,1960,2,2,2
6288,datafor,1964,2,2,2
6289,datafor,1967,1,1,1
6290,datafor,1968,1,1,1
6291,datafor,1974,2,2,2
6292,datafor,1975,1,1,1
6293,datafor,1982,1,1,1
6294,datafor,1987,4,4,4
6295,datafor,1989,1,1,1
6296,datafor,1992,1,1,1
6297,datafor,1995,1,1,1
6298,datafor,1997,2,1,1
6299,datafor,1999,1,1,1
6300,datafor,2003,2,2,2
6301,datafor,2007,3,3,3
6302,datahase,1899,1,1,1
6303,datahase,1979,2,1,1
6304,datahase,1990,47,15,2
6305,datahase,1995,23,18,5
6306,datahase,1997,63,20,3
6307,datahase,1998,151,62,7
6308,datahase,1999,9,8,4
6309,datahase,2000,59,28,3
6310,datahase,2001,12,11,5
6311,datahase,2002,115,65,10
6312,datahase,2003,91,34,7
6313,datahase,2004,11,11,5
6314,datahase,2005,2,2,2
6315,datal,1755,1,1,1
6316,datal,1782,1,1,1
6317,datal,1796,1,1,1
6318,datal,1823,1,1,1
6319,datal,1830,1,1,1
6320,datal,1838,1,1,1
6321,datal,1841,1,1,1
6322,datal,1843,6,3,1
6323,datal,1845,1,1,1
6324,datal,1852,1,1,1
6325,datal,1855,1,1,1
6326,datal,1858,1,1,1
6327,datal,1861,1,1,1
6328,datal,1866,2,2,1
6329,datal,1872,1,1,1
6330,datal,1873,1,1,1
6331,datal,1874,1,1,1
6332,datal,1880,5,4,3
6333,datal,1885,1,1,1
6334,datal,1891,1,1,1
6335,datal,1892,6,6,4
6336,datal,1895,3,3,3
6337,datal,1896,11,9,6
6338,datal,1897,2,2,2
6339,datal,1898,1,1,1
6340,datal,1899,1,1,1
6341,datal,1900,1,1,1
6342,datal,1902,2,2,1
6343,datal,1903,11,7,5
6344,datal,1906,2,2,2
6345,datal,1907,27,23,2
6346,datal,1908,1,1,1
6347,datal,1910,1,1,1
6348,datal,1911,4,4,3
6349,datal,1912,6,4,1
6350,datal,1913,26,21,3
6351,datal,1915,8,3,1
6352,datal,1916,3,3,3
6353,datal,1919,10,5,5
6354,datal,1920,1,1,1
6355,datal,1921,9,9,6
6356,datal,1923,3,3,3
6357,datal,1924,15,7,3
6358,datal,1925,1,1,1
6359,datal,1926,29,21,5
6360,datal,1927,2,2,2
6361,datal,1928,1,1,1
6362,datal,1930,1,1,1
6363,datal,1931,3,3,1
6364,datal,1935,7,7,6
6365,datal,1937,2,2,2
6366,datal,1938,1,1,1
6367,datal,1940,10,8,1
6368,datal,1941,1,1,1
6369,datal,1944,3,3,3
6370,datal,1945,2,2,1
6371,datal,1946,7,2,2
6372,datal,1947,7,6,2
6373,datal,1948,2,2,2
6374,datal,1950,8,6,2
6375,datal,1951,3,3,2
6376,datal,1952,4,3,3
6377,datal,1953,8,8,6
6378,datal,1954,5,5,2
6379,datal,1955,8,8,4
6380,datal,1956,4,4,4
6381,datal,1957,1,1,1
6382,datal,1958,5,5,4
6383,datal,1959,2,2,2
6384,datal,1960,1,1,1
6385,datal,1961,1,1,1
6386,datal,1962,3,3,2
6387,datal,1963,3,3,3
6388,datal,1964,39,17,2
6389,datal,1966,3,3,3
6390,datal,1967,1,1,1
6391,datal,1968,1,1,1
6392,datal,1969,17,8,2
6393,datal,1970,1,1,1
6394,datal,1971,1,1,1
6395,datal,1973,1,1,1
6396,datal,1974,3,3,3
6397,datal,1975,1,1,1
6398,datal,1976,2,2,2
6399,datal,1977,5,5,2
6400,datal,1978,3,3,3
6401,datal,1979,3,3,3
6402,datal,1980,1,1,1
6403,datal,1981,2,2,2
6404,datal,1982,6,6,6
6405,datal,1983,1,1,1
6406,datal,1984,8,5,5
6407,datal,1985,8,4,4
6408,datal,1986,2,2,2
6409,datal,1987,8,8,6
6410,datal,1988,27,15,11
6411,datal,1989,4,4,4
6412,datal,1990,6,4,4
6413,datal,1991,10,8,6
6414,datal,1992,63,23,9
6415,datal,1993,10,8,7
6416,datal,1994,5,5,4
6417,datal,1995,15,14,8
6418,datal,1996,7,5,5
6419,datal,1997,13,12,5
6420,datal,1998,6,6,5
6421,datal,1999,26,13,3
6422,datal,2000,26,19,9
6423,datal,2001,38,24,14
6424,datal,2002,53,44,13
